accession,sample-name,geo-loc-name,studies,biome
ERS1138808,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138809,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138810,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138811,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138812,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138813,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138814,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138815,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138816,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138817,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138818,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138819,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138820,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138821,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138822,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138823,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138824,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138825,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138826,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138827,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138828,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138829,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138830,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138831,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138832,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138833,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138834,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138835,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138836,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138837,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138838,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138839,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138840,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138841,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138842,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138843,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138844,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138845,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138846,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138847,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138848,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138849,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138850,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138851,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138852,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138853,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138854,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138855,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138856,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138857,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138858,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138859,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138860,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138861,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138862,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138863,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138864,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138865,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138866,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138867,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138868,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138869,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138870,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138871,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138872,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138873,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138874,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138875,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138876,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138877,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138878,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138879,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138880,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138881,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138882,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138883,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138884,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138885,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138886,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138887,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138888,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138889,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138890,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138891,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138892,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138893,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138894,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138895,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138896,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138897,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138898,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138899,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138900,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138901,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138902,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138903,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138904,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138905,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138906,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138907,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138908,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138909,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138910,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138911,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138912,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138913,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138914,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138915,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138916,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138917,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138918,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138919,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138920,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138921,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138922,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138923,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138924,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138925,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138926,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138927,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138928,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138929,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138930,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138931,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138932,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138933,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138934,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1138935,human gut,China,MGYS00001556,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1268581,infant faeces,United Kingdom,MGYS00001184,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1268584,infant faeces,United Kingdom,MGYS00001184,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1268600,infant faeces,United Kingdom,MGYS00001184,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1324486,Q19,United Kingdom,"MGYS00001208,MGYS00002309",root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1324487,Q26,United Kingdom,"MGYS00001208,MGYS00002309",root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1324488,Q83,United Kingdom,"MGYS00001208,MGYS00002309",root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1324489,Q87,United Kingdom,"MGYS00001208,MGYS00002309",root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1324490,Preterm infant healthy gut sample,United Kingdom,"MGYS00001208,MGYS00002309",root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1324491,Q89_R,United Kingdom,"MGYS00001208,MGYS00002309",root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1324492,Preterm infant healthy gut sample,United Kingdom,"MGYS00001208,MGYS00002309",root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1324493,Preterm infant healthy gut sample,United Kingdom,"MGYS00001208,MGYS00002309",root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1324494,Q175,United Kingdom,"MGYS00001208,MGYS00002309",root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1324495,Preterm infant healthy gut sample,United Kingdom,"MGYS00001208,MGYS00002309",root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1324496,Preterm infant healthy gut sample,United Kingdom,"MGYS00001208,MGYS00002309",root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1324497,Preterm infant healthy gut sample,United Kingdom,"MGYS00001208,MGYS00002309",root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1324498,Preterm infant healthy gut sample,United Kingdom,"MGYS00001208,MGYS00002309",root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1324499,Q142_R,United Kingdom,"MGYS00001208,MGYS00002309",root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1462079,Gut metagenome,Russia,MGYS00001342,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1462080,Gut metagenome,Russia,MGYS00001342,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1462081,Gut metagenome,Russia,MGYS00001342,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1462082,Gut metagenome,Russia,MGYS00001342,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1462083,Gut metagenome,Russia,MGYS00001342,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1462084,Gut metagenome,Russia,MGYS00001342,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1462085,Gut metagenome,Russia,MGYS00001342,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1462086,Gut metagenome,Russia,MGYS00001342,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS1462087,Gut metagenome,Russia,MGYS00001342,root:Host-associated:Human:Digestive system:Large intestine:Fecal
