accession,sample-name,geo-loc-name,studies,biome
ERS3885686,GCE0480-CAMBODIA_30_SAMPLE_POOL,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885687,GCE0481-CAMBODIA_30_SAMPLE_POOL,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885688,GCE0482-CAMBODIA_POP_POOL,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885689,GCE0483-CAMBODIA_POP_POOL,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885690,GCE0484-FC3032,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885691,GCE0485-FC3032,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885692,GCE0486-FC3032,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885693,GCE0487-FC3032,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885694,GCE0488-FC3032,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885695,GCE0489-FC3032,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885696,GCE0490-FC3032,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885697,GCE0491-FC3032,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885698,GCE0492-FC3032,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885699,GCE0493-FC3032,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885700,GCE0494-FC3032,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885701,GCE0495-FC3032,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885702,GCE0496-FC3032,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885703,GCE0497-FC3032,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885704,GCE0498-FC3032,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885705,GCE0499-PK0007,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885706,GCE0500-PK0007,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885707,GCE0501-PK0007,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885708,GCE0502-PK0007,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885709,GCE0503-PK0007,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885710,GCE0504-PK0007,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885711,GCE0505-PK0007,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885712,GCE0506-PK0007,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885713,GCE0507-PK0015,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885714,GCE0508-PK0015,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885715,GCE0509-FC3085,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885716,GCE0510-PK0015,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885717,GCE0511-PK0015,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885718,GCE0512-PK0015,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885719,GCE0513-PK0015,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885720,GCE0514-PK0015,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885721,GCE0515-FC3085,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885722,GCE0516-PK0015,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885723,GCE0517-FC3085,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885724,GCE0518-FC3056,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885725,GCE0519-FC3085,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885726,GCE0520-FC3052,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885727,GCE0521-FC3085,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885728,GCE0522-FC3085,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885729,GCE0523-PK0005,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885730,GCE0524-FC3085,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885731,GCE0525-FC3059,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885732,GCE0526-FC3085,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885733,GCE0527-PK0006,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885734,GCE0528-FC3052,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885735,GCE0529-FC3056,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885736,GCE0530-FC3056,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885737,GCE0531-FC3056,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885738,GCE0532-FC3056,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885739,GCE0533-FC3052,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885740,GCE0534-FC3052,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885741,GCE0535-FC3056,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885742,GCE0536-FC3052,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885743,GCE0537-FC3052,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885744,GCE0538-PK0005,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885745,GCE0539-FC3056,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885746,GCE0540-PK0006,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885747,GCE0541-PK0005,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885748,GCE0542-FC3052,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885749,GCE0543-FC3059,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885750,GCE0544-FC3059,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885751,GCE0545-PK0005,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885752,GCE0546-PK0006,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885753,GCE0547-FC3059,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885754,GCE0548-FC3059,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885755,GCE0549-PK0005,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885756,GCE0550-PK0005,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885757,GCE0551-FC3059,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885758,GCE0552-FC3056,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885759,GCE0553-PK0006,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885760,GCE0554-FC3059,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885761,GCE0555-PK0005,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885762,GCE0556-FC3052,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885763,GCE0557-PK0005,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885764,GCE0558-PK0006,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885765,GCE0559-PK0006,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885766,GCE0560-FC3066,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885767,GCE0561-FC3059,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885768,GCE0562-PK0006,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885769,GCE0563-PK0006,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885770,GCE0564-FC3053,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885771,GCE0565-FC3066,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885772,GCE0566-PK0011,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885773,GCE0567-FC3066,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885774,GCE0568-FC3066,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885775,GCE0569-PK0011,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885776,GCE0570-FC3066,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885777,GCE0571-FC3066,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885778,GCE0572-FC3053,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885779,GCE0573-FC3066,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885780,GCE0574-FC3053,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885781,GCE0575-PK0011,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885782,GCE0576-FC3053,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885783,GCE0577-FC3066,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885784,GCE0578-PK0011,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885785,GCE0579-FC3053,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885786,GCE0580-FC3053,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885787,GCE0581-FC3053,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885788,GCE0582-PK0011,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885789,GCE0583-FC3053,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885790,GCE0584-PK0011,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885791,GCE0585-PK0011,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885792,GCE0586-FC3030,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885793,GCE0587-PK0012,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885794,GCE0588-PK0011,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885795,GCE0589-FC3013,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885796,GCE0590-PK0012,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885797,GCE0591-FC3030,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885798,GCE0592-PK0012,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885799,GCE0593-FC3030,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885800,GCE0594-PK0012,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885801,GCE0595-PK0012,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885802,GCE0596-FC3030,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885803,GCE0597-FC3030,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885804,GCE0598-PK0012,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885805,GCE0599-PK0012,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885806,GCE0600-FC3030,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885807,GCE0601-FC3013,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885808,GCE0602-FC3030,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885809,GCE0603-FC3013,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885810,GCE0604-FC3013,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885811,GCE0605-FC3030,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885812,GCE0606-FC3013,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885813,GCE0607-FC3013,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885814,GCE0608-PK0012,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885815,GCE0609-FC3013,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885816,GCE0610-FC3013,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885817,GCE0611-PK0007,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885818,GCE0612-PK0007,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885819,GCE0613-FC3139,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885820,GCE0614-PK0007,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885821,GCE0615-PK0007,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885822,GCE0616-FC3139,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885823,GCE0617-FC3139,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885824,GCE0618-FC3139,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885825,GCE0619-FC3139,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885826,GCE0620-FC3139,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885827,GCE0621-FC3139,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885828,GCE0622-FC3139,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885829,GCE0623-FC3139,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885830,GCE0624-FC3175,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885831,GCE0625-PK0007,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885832,GCE0626-FC3175,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885833,GCE0627-PK0007,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885834,GCE0628-FC3175,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885835,GCE0629-FC3175,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885836,GCE0630-FC3175,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885837,GCE0631-FC3175,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885838,GCE0632-FC3175,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885839,GCE0633-FC3175,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885840,GCE0634-FC3175,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885841,GCE0635-FC3129,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885842,GCE0636-PK0015,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885843,GCE0637-PK0015,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885844,GCE0638-FC3129,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885845,GCE0639-PK0015,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885846,GCE0640-FC3138,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885847,GCE0641-FC3148,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885848,GCE0642-PK0015,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885849,GCE0643-FC3129,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885850,GCE0644-FC3129,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885851,GCE0645-FC3129,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885852,GCE0646-FC3129,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885853,GCE0647-FC3129,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885854,GCE0648-FC3129,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885855,GCE0649-FC3129,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885856,GCE0650-FC3123,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885857,GCE0651-FC3148,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885858,GCE0652-FC3138,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885859,GCE0653-FC3052,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885860,GCE0654-FC3148,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885861,GCE0655-FC3148,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885862,GCE0656-FC3148,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885863,GCE0657-FC3052,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885864,GCE0658-FC3138,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885865,GCE0659-FC3085,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885866,GCE0660-FC3175,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885867,GCE0661-FC3138,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885868,GCE0662-FC3148,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885869,GCE0663-FC3085,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885870,GCE0664-FC3148,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885871,GCE0665-FC3138,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885872,GCE0666-FC3148,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885873,GCE0667-FC3138,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885874,GCE0668-FC3138,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885875,GCE0669-FC3120,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885876,GCE0670-FC3148,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885877,GCE0671-FC3138,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885878,GCE0672-FC3056,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885879,GCE0673-FC3138,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885880,GCE0674-FC3056,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885881,GCE0675-FC3123,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885882,GCE0676-PK0006,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885883,GCE0677-FC3120,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885884,GCE0678-PK0006,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885885,GCE0679-FC3052,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885886,GCE0680-FC3066,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885887,GCE0681-FC3085,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885888,GCE0682-FC3052,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885889,GCE0683-FC3085,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885890,GCE0684-FC3066,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885891,GCE0685-FC3120,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885892,GCE0686-FC3123,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885893,GCE0687-FC3120,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885894,GCE0688-PK0005,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885895,GCE0689-FC3120,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885896,GCE0690-FC3123,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885897,GCE0691-FC3124,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885898,GCE0692-FC3123,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885899,GCE0693-FC3120,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885900,GCE0694-FC3156,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885901,GCE0695-FC3056,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885902,GCE0696-FC3123,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885903,GCE0697-FC3123,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885904,GCE0698-PK0005,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885905,GCE0699-FC3120,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885906,GCE0700-FC3120,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885907,GCE0701-FC3056,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885908,GCE0702-FC3059,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885909,GCE0703-PK0015,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885910,GCE0704-FC3120,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885911,GCE0705-FC3059,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885912,GCE0706-PK0006,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885913,GCE0707-FC3123,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885914,GCE0708-FC3123,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885915,GCE0709-PK0015,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885916,GCE0710-PK0006,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885917,GCE0711-FC3066,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885918,GCE0712-PK0005,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885919,GCE0713-PK0005,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885920,GCE0714-FC3066,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885921,GCE0715-PK0011,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885922,GCE0716-FC3166,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885923,GCE0717-FC3124,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885924,GCE0718-FC3156,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885925,GCE0719-PK0011,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885926,GCE0720-FC3059,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885927,GCE0721-FC3059,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885928,GCE0722-FC3124,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885929,GCE0723-FC3124,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885930,GCE0724-FC3124,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885931,GCE0725-FC3156,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885932,GCE0726-FC3156,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885933,GCE0727-FC3124,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885934,GCE0728-FC3156,,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885935,GCE0729-FC3128,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
ERS3885936,GCE0730-FC3124,Kenya,MGYS00005128,root:Host-associated:Human:Digestive system:Large intestine:Fecal
